id,camera_id
2067,740
2068,740
2069,741
2070,741
2071,741
2072,742
2073,742
2074,742
2075,743
2076,743
2077,743
2078,744
2079,744
2080,744
2081,745
2082,745
2083,746
2084,746
2085,747
2086,747
2087,747
2088,748
2089,748
2090,748
2091,748
2092,749
2093,749
2094,749
2095,750
2096,750
2097,750
2098,751
2099,751
2100,751
2101,752
2102,752
2103,753
2104,753
2105,753
2106,754
2107,754
2108,754
2109,755
2110,756
2111,756
2112,756
2113,757
2114,757
2115,757
2116,758
2117,758
2118,758
2119,759
2120,759
2121,759
2122,760
2123,760
2124,760
2125,761
2126,761
